Geo_Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;indice_lig;res_com;exploitant;idf;principal;x;y;picto ligne;nom_iv
49.077699041897986, 2.2054467255247348;"{""coordinates"": [2.205446725524735, 49.077699041897986], ""type"": ""Point""}";536;Mériel;Mériel;;;67065;Mériel;47585;Mériel;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;0;641949.0431;6886719.98;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Mériel
49.005762535908076, 1.901781979947734;"{""coordinates"": [1.901781979947734, 49.005762535908076], ""type"": ""Point""}";541;Meulan-Hardricourt;Meulan-Hardricourt;;;66321;Meulan - Hardricourt;46897;Meulan - Hardricourt;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;619652.9214;6878986.299;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Meulan-Hardricourt
48.378641927359055, 2.8963818990385235;"{""coordinates"": [2.896381899038523, 48.378641927359055], ""type"": ""Point""}";400;La Grande Paroisse;La Grande Paroisse;;;61412;La Grande-Paroisse;43144;La Grande-Paroisse;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1;0;692327.4272;6808709.564;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;La Grande Paroisse
48.69526412118687, 2.151642038623571;"{""coordinates"": [2.151642038623571, 48.69526412118687], ""type"": ""Point""}";401;La Hacquinière;La Hacquinière;;;62825;La Hacquinière;47046;La Hacquinière;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;0;637561.275;6844237.24;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;La Hacquinière
48.882189135784536, 2.7060141797599284;"{""coordinates"": [2.706014179759928, 48.882189135784536], ""type"": ""Point""}";417;Lagny-Thorigny;Lagny-Thorigny;;;68494;Lagny - Thorigny;427872;Lagny - Thorigny;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1;0;678439.8037;6864725.841;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Lagny-Thorigny
48.8979734454157, 2.122117447472966;"{""coordinates"": [2.122117447472966, 48.8979734454157], ""type"": ""Point""}";439;Le Vésinet-Le Pecq;Le Vésinet-Le Pecq;;;64582;Le Vésinet - Le Pecq;43237;Le Vésinet - Le Pecq;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;635638.9457;6866798.674;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Le Vésinet-Le Pecq
48.992613880718636, 1.9554792475346052;"{""coordinates"": [1.955479247534605, 48.992613880718636], ""type"": ""Point""}";448;Les Clairières de Verneuil;Les Clairières de Verneuil;;;65985;Les Clairières de Verneuil;54249;Les Clairières de Verneuil;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;623561.907;6877470.867;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Les Clairières de Verneuil
48.99259195383099, 1.9135305080946599;"{""coordinates"": [1.91353050809466, 48.99259195383099], ""type"": ""Point""}";451;Les Mureaux;Les Mureaux;;;65994;Les Mureaux;47881;Les Mureaux;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;620492.2521;6877509.852;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Les Mureaux
49.03318276811087, 2.478033365115082;"{""coordinates"": [2.478033365115082, 49.03318276811087], ""type"": ""Point""}";452;Les Noues;Les Noues;;;66650;Les Noues;47968;Les Noues;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;661831.4373;6881603.159;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Les Noues
49.021757267716836, 3.0317584458367777;"{""coordinates"": [3.031758445836778, 49.021757267716836], ""type"": ""Point""}";472;Lizy-sur-Ourcq;Lizy-sur-Ourcq;;;69237;Lizy-sur-Ourcq;47486;Lizy-sur-Ourcq;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1;0;702322.8492;6880206.813;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Lizy-sur-Ourcq
48.83921929903077, 2.633210913417633;"{""coordinates"": [2.633210913417633, 48.83921929903077], ""type"": ""Point""}";473;Lognes;Lognes;;;68123;Lognes;43152;Lognes;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;673078.4315;6859970.183;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Lognes
48.70223938598225, 2.294557747854634;"{""coordinates"": [2.294557747854634, 48.70223938598225], ""type"": ""Point""}";474;Longjumeau;Longjumeau;;;62977;Longjumeau;47059;Longjumeau;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;648086.4203;6844909.226;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Longjumeau
48.861214527682314, 2.1231910959560354;"{""coordinates"": [2.123191095956035, 48.861214527682314], ""type"": ""Point""}";480;Louveciennes;Louveciennes;;;64341;Louveciennes;473506;Louveciennes;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1;0;635672.2688;6862710.558;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Louveciennes
49.147719504678726, 2.277823190629398;"{""coordinates"": [2.277823190629398, 49.147719504678726], ""type"": ""Point""}";637;Persan-Beaumont;Persan-Beaumont;;;67292;Persan - Beaumont;43178;Persan - Beaumont;0;TRAIN;1;1;0;0;0;0;0;0;TRAIN H;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;1;647308.0192;6894456.673;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Persan-Beaumont
48.97402657955792, 3.2193028141920896;"{""coordinates"": [3.21930281419209, 48.97402657955792], ""type"": ""Point""}";581;Nanteuil-Saâcy;Nanteuil-Saâcy;;;69072;Nanteuil - Saâcy;47482;Nanteuil - Saâcy;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1;1;716054.7817;6874920.533;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Nanteuil-Saâcy
48.848237109489354, 2.3958235888261257;"{""coordinates"": [2.395823588826126, 48.848237109489354], ""type"": ""Point""}";582;Nation;Nation;;;71673;Nation;473875;Nation;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;655662.633;6861080.004;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Nation
48.839341938259416, 2.494188055346115;"{""coordinates"": [2.494188055346115, 48.839341938259416], ""type"": ""Point""}";593;Nogent-le-Perreux;Nogent-le-Perreux;;;71609;Nogent - Le Perreux;46552;Nogent - Le Perreux;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1;0;662874.6459;6860040.201;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Nogent-le-Perreux
48.67638132525101, 2.333249457132579;"{""coordinates"": [2.333249457132579, 48.67638132525101], ""type"": ""Point""}";639;Petit-Vaux;Petit-Vaux;;;60985;Petit Vaux;47945;Petit Vaux;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;650909.4034;6842009.722;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Petit-Vaux
49.06628869677683, 2.3229204571938253;"{""coordinates"": [2.322920457193825, 49.06628869677683], ""type"": ""Point""}";568;Montsoult-Maffliers;Montsoult-Maffliers;;;67000;Montsoult - Maffliers;43168;Montsoult - Maffliers;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;0;650520.6962;6885371.019;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Montsoult-Maffliers
48.37859776700565, 2.7993074292837794;"{""coordinates"": [2.799307429283779, 48.37859776700565], ""type"": ""Point""}";880;Moret-Veneux-les-Sablons;Moret-Veneux-les-Sablons;;;61410;Moret - Veneux-les-Sablons;47130;Moret - Veneux-les-Sablons;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1;0;685139.3876;6808718.507;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Moret-Veneux-les-Sablons
48.58715390623799, 2.4734903663442247;"{""coordinates"": [2.473490366344225, 48.58715390623799], ""type"": ""Point""}";571;Moulin-Galant;Moulin-Galant;;;60084;Moulin Galant;45761;Moulin Galant;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;661168.5531;6832012.208;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Moulin-Galant
48.56194784910334, 3.0120121424808306;"{""coordinates"": [3.012012142480831, 48.56194784910334], ""type"": ""Point""}";576;Nangis;Nangis;;;62168;Nangis;47158;Nangis;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1;0;700886.3594;6829080.703;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Nangis
48.89574531028671, 2.223212968406662;"{""coordinates"": [2.223212968406662, 48.89574531028671], ""type"": ""Point""}";577;Nanterre-Préfecture;Nanterre-Préfecture;;;70945;Nanterre Préfecture / Esplanade Charles De Gaulle;43169;Nanterre Préfecture;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;643047.9676;6866473.262;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Nanterre-Préfecture
48.741878704757845, 2.40290860736794;"{""coordinates"": [2.40290860736794, 48.741878704757845], ""type"": ""Point""}";611;Orly Ville;Orly Ville;;;69639;Orly Ville;46299;Orly Ville;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;656093.1327;6849250.509;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Orly Ville
48.86266245077356, 2.300989969386769;"{""coordinates"": [2.300989969386769, 48.86266245077356], ""type"": ""Point""}";664;Pont de l'Alma;Pont de l'Alma;;;71271;Pont de l'Alma;415091;Pont de l'Alma;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;648717.6553;6862741.393;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Pont de l'Alma
48.53513976606819, 2.544348950368586;"{""coordinates"": [2.544348950368586, 48.53513976606819], ""type"": ""Point""}";672;Ponthierry-Pringy;Ponthierry-Pringy;;;61976;Ponthierry - Pringy;45812;Ponthierry - Pringy;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;666361.1282;6826197.549;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Ponthierry-Pringy
49.04531164742989, 2.1051107034445073;"{""coordinates"": [2.105110703444507, 49.04531164742989], ""type"": ""Point""}";833;Saint-Ouen-l'Aumône;Saint-Ouen-l'Aumône;;;66803;Saint-Ouen-l'Aumône;47599;Saint-Ouen-l'Aumône;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;0;634577.8556;6883196.628;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Saint-Ouen-l'Aumône
48.78739023737062, 2.044621988534177;"{""coordinates"": [2.044621988534177, 48.78739023737062], ""type"": ""Point""}";926;Saint-Quentin-en-Yvelines;Saint-Quentin-en-Yvelines;;;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;461504;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01855;C01741;TRAIN U;U;TRAIN U;SNCF;1;1;629808.9428;6854569.377;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/ad17c1cb67aaae07b61e7288ce4008c8;Saint-Quentin-en-Yvelines
48.70275104115615, 2.0712428463205783;"{""coordinates"": [2.071242846320578, 48.70275104115615], ""type"": ""Point""}";839;Saint-Rémy-lès-Chevreuse;Saint-Rémy-lès-Chevreuse;;;62978;Saint-Rémy-lès-Chevreuse;47889;Saint-Rémy-lès-Chevreuse;0;RER;1;0;1;0;0;0;0;0;0;RER B;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;1;631653.9858;6845136.163;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Saint-Rémy-lès-Chevreuse
48.82723877448862, 2.200721257947835;"{""coordinates"": [2.200721257947835, 48.82723877448862], ""type"": ""Point""}";801;Sèvres-Ville-d'Avray;Sèvres-Ville-d'Avray;;;70686;Sèvres - Ville-d'Avray;47767;Sèvres - Ville-d'Avray;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1;0;641321.8824;6858872.49;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Sèvres-Ville-d'Avray
48.917567175663955, 2.3503895378897677;"{""coordinates"": [2.350389537889768, 48.917567175663955], ""type"": ""Point""}";806;Stade de France-Saint-Denis;Stade de France-Saint-Denis;;;72206;Stade de France Saint-Denis;43204;Stade de France Saint-Denis;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;652391.9594;6868815.555;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Stade de France-Saint-Denis
49.09958693827347, 2.5255317139920535;"{""coordinates"": [2.525531713992053, 49.09958693827347], ""type"": ""Point""}";845;Survilliers-Fosses;Survilliers-Fosses;;;69450;Survilliers - Fosses;47958;Survilliers - Fosses;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;665349.0638;6888966.371;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Survilliers-Fosses
48.82942901440789, 1.669010161365564;"{""coordinates"": [1.669010161365564, 48.82942901440789], ""type"": ""Point""}";846;Tacoignières-Richebourg;Tacoignières-Richebourg;;;64194;Tacoignières - Richebourg;47959;Tacoignières - Richebourg;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1;0;602293.9951;6859642.532;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Tacoignières-Richebourg
48.658975422908846, 2.4152068413300656;"{""coordinates"": [2.415206841330066, 48.658975422908846], ""type"": ""Point""}";740;Ris-Orangis;Ris-Orangis;;;60839;Ris-Orangis;47948;Ris-Orangis;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;656929.2001;6840026.822;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Ris-Orangis
48.78023729618741, 2.2814305954374614;"{""coordinates"": [2.281430595437461, 48.78023729618741], ""type"": ""Point""}";742;Robinson;Robinson;;;427230;Robinson;43186;Robinson;0;RER;1;0;1;0;0;0;0;0;0;RER B;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;1;647199.3342;6853589.675;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Robinson
48.8699124182653, 2.4857611406117885;"{""coordinates"": [2.485761140611789, 48.8699124182653], ""type"": ""Point""}";748;Rosny-sous-Bois;Rosny-sous-Bois;;;71935;Rosny-sous-Bois;47877;Rosny-sous-Bois;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1;0;662278.2772;6863443.403;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Rosny-sous-Bois
48.997391999998705, 1.6301676272984593;"{""coordinates"": [1.630167627298459, 48.997391999998705], ""type"": ""Point""}";749;Rosny-sur-Seine;Rosny-sur-Seine;;;66157;Rosny-sur-Seine;479059;Rosny-sur-Seine;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NR;NR;TRAIN J;J;TRAIN J;SNCF;1;0;599766.9049;6878366.104;;Rosny-sur-Seine
48.88757361771802, 2.172579447718415;"{""coordinates"": [2.172579447718415, 48.88757361771802], ""type"": ""Point""}";753;Rueil-Malmaison;Rueil-Malmaison;;;70902;Rueil-Malmaison;58875;Rueil-Malmaison;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;639326.2579;6865602.341;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Rueil-Malmaison
48.93445554414068, 2.3456043781962905;"{""coordinates"": [2.345604378196291, 48.93445554414068], ""type"": ""Point""}";815;Saint-Denis;Saint-Denis;;;72323;Saint-Denis;412743;Saint-Denis;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1;1;652056.8409;6870696.407;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Saint-Denis
48.96358968395257, 2.285930718208942;"{""coordinates"": [2.285930718208942, 48.96358968395257], ""type"": ""Point""}";821;Saint-Gratien;Saint-Gratien;;;65305;Saint-Gratien;43201;Saint-Gratien;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;647714.366;6873974.004;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Gratien
48.382689434085286, 2.816578770848898;"{""coordinates"": [2.816578770848898, 48.382689434085286], ""type"": ""Point""}";824;Saint-Mammès;Saint-Mammès;;;61423;Saint-Mammès;47953;Saint-Mammès;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1;0;686419.3266;6809170.189;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Saint-Mammès
48.6760924330445, 2.386783798391593;"{""coordinates"": [2.386783798391593, 48.6760924330445], ""type"": ""Point""}";917;Viry-Châtillon;Viry-Châtillon;;;60981;Viry-Châtillon;43225;Viry-Châtillon;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;654850.6245;6841945.658;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Viry-Châtillon
48.758836162791056, 2.193014615252485;"{""coordinates"": [2.193014615252485, 48.758836162791056], ""type"": ""Point""}";874;Vauboyen;Vauboyen;;;63454;Vauboyen;43215;Gare de Vauboyen;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;640678.401;6851273.043;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Vauboyen
49.00811401682239, 2.680252455973217;"{""coordinates"": [2.680252455973217, 49.00811401682239], ""type"": ""Point""}";852;Thieux-Nantouillet;Thieux-Nantouillet;;;69196;Thieux - Nantouillet;47960;Thieux - Nantouillet;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02175;C01738;TRAIN K;K;TRAIN K;SNCF;1;0;676607.2167;6878736.425;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d;Thieux-Nantouillet
48.839645516342166, 2.6551300866413143;"{""coordinates"": [2.655130086641314, 48.839645516342166], ""type"": ""Point""}";856;Torcy;Torcy;;;68129;Torcy;43207;Torcy;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;674687.4504;6860010.326;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Torcy
48.981071909167845, 2.0059308930685598;"{""coordinates"": [2.00593089306856, 48.981071909167845], ""type"": ""Point""}";859;Triel-sur-Seine;Triel-sur-Seine;;;463843;Triel-sur-Seine;46926;Triel-sur-Seine;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;627237.603;6876139.745;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Triel-sur-Seine
48.87520826453394, 2.6375907171679747;"{""coordinates"": [2.637590717167975, 48.87520826453394], ""type"": ""Point""}";866;Vaires-Torcy;Vaires-Torcy;;;68419;Vaires - Torcy;43211;Vaires - Torcy;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1;0;673418.2646;6863970.453;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Vaires-Torcy
48.85426899271456, 2.489167460948015;"{""coordinates"": [2.489167460948015, 48.85426899271456], ""type"": ""Point""}";868;Val de Fontenay;Val de Fontenay;;;71718;Val de Fontenay;47900;Val de Fontenay;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1;1;662516.8894;6861702.338;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Val de Fontenay
48.73063829196751, 2.446226445438707;"{""coordinates"": [2.446226445438707, 48.73063829196751], ""type"": ""Point""}";901;Villeneuve-Saint-Georges;Villeneuve-Saint-Georges;;;69568;Villeneuve-Saint-Georges;45067;Villeneuve-Saint-Georges;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;659269.6731;6847977.582;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Villeneuve-Saint-Georges
48.96270951237985, 2.5126446278196135;"{""coordinates"": [2.512644627819614, 48.96270951237985], ""type"": ""Point""}";905;Villepinte;Villepinte;;;73547;Villepinte;58793;Villepinte;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1;0;664313.9648;6873749.835;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Villepinte
48.89658112769464, 2.3738190054032122;"{""coordinates"": [2.373819005403212, 48.89658112769464], ""type"": ""Point""}";1196;Rosa Parks;Rosa Parks;;;73798;Rosa Parks;58498;Rosa Parks;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1;1;654090.4936;6866468.106;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Rosa Parks
